DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
SANTOS;SANTOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;11708;AZEVEDO JUNIOR;2;9
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;900370;JULIA RIOS ATHAYDE PROFESSORA;2;3
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900400;ANTONIA LUCCHESI PROFESSORA;1;2
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;16287;MONTEIRO LOBATO;2;4
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16378;OSSIS SALVESTRINI MENDES PROFESSORA;2;4
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;42419;ELZA SALVESTRO BONILHA PROFESSORA;3;7
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;478912;BAIRRO DO EDEN;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;42444;MARINA GROHMANN SOARES FERNANDES PROFESSORA;1;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;70282;HELIO DEL CISTIA;3;17
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;914605;WILSON RAMOS BRANDAO PROFESSOR;1;1
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;918593;ANA CECILIA MARTINS PROFESSORA;2;2
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;13791;MAURICIO ANISSE CURY DOUTOR;2;7
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47961;IRACEMA RIBEIRO DE FREITAS;1;3
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;560510;GERALDO DO ESPIRITO SANTO FOGACA DE ALMEIDA;2;10
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;900357;MARIO GUILHERME NOTARI;2;9
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;914629;GENEZIA IZABEL CARDOSO MENCACCI PROFESSORA;1;2
SOROCABA;SOROCABA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;920236;ANTONIO VIEIRA CAMPOS;1;1
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901556;NELSON FERREIRA DA SILVA PROFESSOR;3;16
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;917254;EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO;1;5
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;922742;ROBERTO PASCHOALICK PROFESSOR;1;3
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;35634;HELIO MOTTA DOUTOR;2;3
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925925;EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;8886;FRANCISCO PRESTES MAIA ENGENHEIRO;3;14
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41300;NAIL FRANCO DE MELLO BONI PROFESSORA;3;10
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924885;WANDA COSTA DAHER PROFESSORA;1;4
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;4674;HELOISA CARNEIRO PROFESSORA;6;14
SAO CARLOS;SAO CARLOS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;24491;ANTONIO ADOLFO LOBBE PROFESSOR;1;3
SAO CARLOS;SAO CARLOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;49992;ARACY LEITE PEREIRA LOPES DONA;1;2
SAO ROQUE;IBIUNA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15982;ROQUE BASTOS PROFESSOR;6;35
SAO VICENTE;PERUIBE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;911331;JARDIM SAO JOAO;1;1
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5046;JOSE NASCIMENTO PROFESSOR;2;8
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;37606;HOMERO DOS SANTOS FORTE PROFESSOR;1;1
SAO VICENTE;SAO VICENTE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;12087;ENIO VILAS BOAS PROFESSOR;2;7
SAO VICENTE;SAO VICENTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;12348;LEOPOLDO JOSE DE SANT ANNA PROFESSOR;1;2
SAO VICENTE;SAO VICENTE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;12348;LEOPOLDO JOSE DE SANT ANNA PROFESSOR;1;2
SERTAOZINHO;SERTAOZINHO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44635;MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA;2;7
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;16147;PORTO SEGURO VISCONDE DE;1;4
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16196;ACCACIO DE VASCONCELLOS CAMARGO PROFESSOR;1;7
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16214;HUMBERTO DE CAMPOS;2;6
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;16248;BRIGADEIRO TOBIAS;1;1
SAO CARLOS;SAO CARLOS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;49992;ARACY LEITE PEREIRA LOPES DONA;1;3
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;191528;ALICE MADEIRA JOAO FRANCISCO PROFESSORA;1;2
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16263;JOSE QUEVEDO PROFESSOR;2;11
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;16385;ENEAS PROENCA DE ARRUDA PROFESSOR;1;1
SAO CARLOS;SAO CARLOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;434711;ARY PINTO DAS NEVES PROFESSOR;1;4
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;496571;ADUAR KEMELL DIBO PROFESSOR;1;1
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;4900;JOANNA ABRAHAO PROFESSORA;6;19
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5150;MANUEL BORBA GATO;4;11
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16391;ANTONIO MIGUEL PEREIRA JUNIOR;2;5
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36651;DIOGENES ALMEIDA MARINS PROFESSOR;2;5
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;585804;CIDADE ARACY IV;1;5
SAO JOAO DA BOA VISTA;AGUAS DA PRATA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;20448;TIMOTHEO SILVA PROFESSOR;1;1
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;924885;WANDA COSTA DAHER PROFESSORA;2;2
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;5046;JOSE NASCIMENTO PROFESSOR;2;4
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48719;CICERO CANUTO DE LIMA PASTOR;3;13
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908964;YOSHIO NINOMIYA;1;4
SAO JOAO DA BOA VISTA;CACONDE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;19318;FERNANDO MAGALHAES PROFESSOR;1;1
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;19252;LAURO DE ARAUJO;3;10
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919913;MARCO ANTONIO MENCACCI PROFESSOR;2;10
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5125;PAULO EIRO;1;4
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;903255;IDA YOLANDA LANZONI DE BARROS PROFESSORA;1;2
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5137;ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA;7;25
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;35646;ASSIS CHATEAUBRIAND;5;18
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925949;DOM AGNELO CARDEAL ROSSI;2;12
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;925949;DOM AGNELO CARDEAL ROSSI;1;3
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5393;JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA;3;12
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;38180;ARTHUR WOLFF NETTO PROFESSOR;1;5
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41014;GUIOMAR NOVAES;3;9
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48732;HOMERO VAZ DO AMARAL;3;5
SUL 3;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;902925;CALHIM MANOEL ABUD;1;4
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;45731;VICENTE PAULO ZANCHETTA PROFESSOR;1;4
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;20412;ALMEIDA VERGUEIRO DR;1;1
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;35634;HELIO MOTTA DOUTOR;4;12
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;477977;OCTAVIA CANDIDO DOS SANTOS;4;8
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901763;JOSE HERMENEGILDO LEONI PROFESSOR;6;12
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;910326;JOSE BAPTISTA RIOS CASTELLOES PROFESSOR;2;6
SUL 1;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;46334;LUIS GONZAGA TRAVASSOS DA ROSA;4;8
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;904824;YOLANDA BERNARDINI ROBERT PROFESSORA;6;23
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923813;NAIR HIROKO KONNO HASHIMOTO PROFESSORA;6;17
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;4996;DAVINA AGUIAR DIAS PROFESSORA;1;6
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;20412;ALMEIDA VERGUEIRO DR;1;1
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;19100;JOAO GABRIEL RIBEIRO DOUTOR;1;2
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;438054;AGENOR DE MIRANDA ARAUJO NETO - CAZUZA;4;16
SUL 3;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;902895;ITIRO MUTO;1;3
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;5186;LUIZ GONZAGA PINTO E SILVA PROFESSOR;5;19
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5411;AMELIA KERR NOGUEIRA PROFESSORA;4;18
SOROCABA;SOROCABA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;918593;ANA CECILIA MARTINS PROFESSORA;1;1
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5061;ZULMIRA CAVALHEIRO FAUSTINO DONA;3;14
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36262;FRANCISCO ROSWELL FREIRE;3;16
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41774;EMILIO WARWICK KERR PASTOR;6;14
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44386;DAVID NASSER JORNALISTA;4;17
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5320;PRISCILIANA DUARTE DE ALMEIDA DONA;3;15
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;19148;EUCLIDES DA CUNHA;1;2
SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;19148;EUCLIDES DA CUNHA;1;4
SUL 1;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44027;AMELIA MONCON RAMPONI PROFESSORA;4;14
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39408;ELYO FERREIRA DE CASTRO PROFESSOR;2;6
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;461325;JARDIM IPE;1;4
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;908964;YOSHIO NINOMIYA;2;6
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36274;EULALIA SILVA PROFESSORA;2;9
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;36274;EULALIA SILVA PROFESSORA;1;5
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923552;ZENAIDE AVELINO MAIA PROFESSORA;2;8
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924696;JARDIM IRENE III;1;2
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36729;CARLOS DE MORAES ANDRADE PROF;2;4
SUL 3;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;48732;HOMERO VAZ DO AMARAL;2;6
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;902925;CALHIM MANOEL ABUD;3;20
SUMARE;HORTOLANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;580824;JARDIM ALINE;2;8
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;191917;MARILSA GARBOSSA FRANCISCO PROFESSORA;2;12
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924404;APARECIDA DE LOURDES MORAIS ARAUJO PROFESSORA;4;21
SUMARE;HORTOLANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907595;PAULO CAMILO DE CAMARGO;6;30
SUMARE;PAULINIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39913;JOSE NARCISO VIEIRA EHRENBERG PADRE;3;17
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;17036;JAYME DE BARROS CAMARA DOM;3;11
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17097;ANDRE RODRIGUES DE ALKIMIN PROFESSOR;6;37
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;5460;JERONYMO MONTEIRO;1;5
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;38283;JOAQUIM ALVARES CRUZ PROF;3;14
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17310;WADIH JORGE MALUF;3;17
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;917953;CANDIDO JOSE MARTINEZ PROFESSOR;2;9
SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907169;MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA;3;14
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7213;EDIR DO COUTO ROSA PROFESSOR;3;15
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;923436;ZELIA GATTAI AMADO;2;3
SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;13754;MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA;1;7
SAO VICENTE;PERUIBE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;46772;LUIZ ABEL;2;12
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;902895;ITIRO MUTO;2;14
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925378;PARQUE TAMARI;1;2
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;925822;TACITO ZANCHETTA PREFEITO;1;4
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;35518;BATISTA RENZI;1;2
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;35518;BATISTA RENZI;3;9
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;48884;ANTONIO GARCIA VEREADOR;1;2
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45561;MARIANINA DE ROSIS MORAES PROFESSORA;4;15
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;7213;EDIR DO COUTO ROSA PROFESSOR;1;1
SERTAOZINHO;JARDINOPOLIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24144;PLINIO BERARDO PROFESSOR;2;9
SERTAOZINHO;PONTAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;914356;BASILIO RODRIGUES DA SILVA PROFESSOR;4;17
SUL 2;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5253;JOAO DE DEUS CARDOSO DE MELLO;2;7
SUL 2;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;923552;ZENAIDE AVELINO MAIA PROFESSORA;1;3
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;296429;CENTRO DE ATEND SOCIOEDUC AO ADOLESC CASA CEREJA II CI;1;1
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908502;JOSE EDUARDO VIEIRA RADUAN DOUTOR;2;7
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;924982;IVANI APARECIDA QUEIROZ PEREZ PROFESSORA;4;19
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925822;TACITO ZANCHETTA PREFEITO;2;5
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6981;RAUL BRASIL PROFESSOR;1;2
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7067;CARLOS MOLTENI PROFESSOR;1;1
SUL 3;SAO PAULO;NULL;EDUCAÇÃO ESPECIAL - DM;9;41774;EMILIO WARWICK KERR PASTOR;1;6
SUL 3;SAO PAULO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921324;LUCAS ROSCHEL RASQUINHO;2;8
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;6993;ROBERTO BIANCHI;2;4
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6993;ROBERTO BIANCHI;2;10
SUMARE;HORTOLANDIA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;900527;PAULINA ROSA PROFESSORA;2;5
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;41166;JUSTINO MARCONDES RANGEL PROFESSOR;1;1
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;284361;PAULO KOBAYASHI PROFESSOR;2;14
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;902949;ALICE ROMANOS PROFESSORA;3;9
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;6993;ROBERTO BIANCHI;2;3
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7055;ANIS FADUL DOUTOR;2;5
SUZANO;FERRAZ DE VASCONCELOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922109;ANGELA SUELI PONTES DIAS PROFESSORA;2;5
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;35518;BATISTA RENZI;1;1
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;7055;ANIS FADUL DOUTOR;1;1
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;40514;SEBASTIAO PEREIRA VIDAL;2;6
SUZANO;SUZANO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;352603;GILBERTO DE CARVALHO PROFESSOR;3;13
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;901891;JANDYRA COUTINHO PROFESSORA;3;7
SUMARE;HORTOLANDIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17255;GUIDO ROSOLEN;5;13
SUMARE;HORTOLANDIA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;45524;ROBERTO RODRIGUES DE AZEVEDO PASTOR;3;13
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;901891;JANDYRA COUTINHO PROFESSORA;2;3
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;906300;EUCLIDES IGESCA;1;3
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DF;8;908472;JOSE BENEDITO LEITE BARTHOLOMEI PROFESSOR;1;2
SUZANO;SUZANO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;908472;JOSE BENEDITO LEITE BARTHOLOMEI PROFESSOR;1;1
SUMARE;SUMARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;42572;ANTONIO DO VALLE SOBRINHO;5;25
