DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
ASSIS;ASSIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33112;ANTONIO JOSE DOS SANTOS DOM;3;10
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22263;ALMEIDA PINTO;2;14
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22214;BENEDITO PEREIRA CARDOSO PROFESSOR;3;18
BARRETOS;OLIMPIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;28046;WILQUEM MANOEL NEVES DOUTOR;1;1
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22445;AYMORE DO BRASIL PROFESSOR;3;13
BARRETOS;BARRETOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;907736;FABIO JUNQUEIRA FRANCO;1;6
ARACATUBA;ARACATUBA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;29865;JOSE CANDIDO;2;3
ARACATUBA;RUBIACEA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30004;FRANCISCO PRUDENTE CORREA CORONEL;1;3
BARRETOS;OLIMPIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;28071;ANTONIO AUGUSTO REIS NEVES DOUTOR;1;3
BAURU;BAURU;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;25276;LUIZ ZUIANI DR;8;40
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25276;LUIZ ZUIANI DR;5;27
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25410;HENRIQUE BERTOLUCCI PROF;3;16
ARARAQUARA;ARARAQUARA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;21854;BENTO DE ABREU;4;19
ARARAQUARA;ARARAQUARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;922973;SERGIO PEDRO SPERANZA PROF;1;1
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25318;JOSE VIRANDA PROF;3;14
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25549;GUIA LOPES;3;11
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;907736;FABIO JUNQUEIRA FRANCO;2;2
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;25537;ERNESTO MONTE;8;35
ASSIS;PARAGUACU PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;33327;DIVA FIGUEIREDO DA SILVEIRA;5;14
AVARE;ITAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924337;SANDRA APARECIDA DE ARAUJO PROFESSORA;3;12
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22354;MARIO VIEIRA MARCONDES;1;5
BARRETOS;COLINA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48012;DARCY SILVEIRA VAZ PROFESSOR;2;8
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25574;FRANCISCO ANTUNES PROF;3;9
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;441818;RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA;2;8
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;40939;CARLOS CHAGAS DR;3;12
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;923382;ANTONIO SALES OLIVEIRA PROFESSOR;2;6
BAURU;PIRAJUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26136;ALFREDO PUJOL DR;6;35
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43102;LYDIA HELENA FRANDSEN STUHR PROFESSORA;2;6
ARARAQUARA;ARARAQUARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;435697;MARIA ISABEL RODRIGUES ORSO PROFA;2;6
ARARAQUARA;ARARAQUARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922973;SERGIO PEDRO SPERANZA PROF;2;3
ARARAQUARA;MATAO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;24946;HENRIQUE MORATO PROF;2;4
ARARAQUARA;MATAO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919412;MARLENE FRATTINI PROFA;3;14
BIRIGUI;BURITAMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30132;ALVARO ALVIM;2;7
BIRIGUI;GABRIEL MONTEIRO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30211;ANTONIO KASSAWARA KATUTOK;1;6
BIRIGUI;BIRIGUI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;905926;RICARDO PERUZZO PROFESSOR;2;2
BOTUCATU;PRATANIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39697;MARIA APARECIDA JUSTO SALVADOR PROFA;4;20
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901015;EDISON BASTOS GASPARINI PREF;2;11
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;47077;ARACY BUENO CONTI PROFESSORA;2;7
BIRIGUI;GABRIEL MONTEIRO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;30211;ANTONIO KASSAWARA KATUTOK;1;2
BIRIGUI;GABRIEL MONTEIRO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - ALTAS HABILIDADES/SUPERDOTAÇÃO – SALA DE RECURSO;45;30211;ANTONIO KASSAWARA KATUTOK;1;1
ASSIS;ASSIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;33261;CLYBAS PINTO FERRAZ DR;3;11
AVARE;AGUAS DE SANTA BARBARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14515;PAULO DELICIO;2;3
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;900990;ANTONIO GUEDES DE AZEVEDO PROF;2;6
BAURU;LENCOIS PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;38064;RUBENS PIETRAROIA;6;21
BARRETOS;BARRETOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;36894;VALOIS SCORTECCI;1;7
BARRETOS;BARRETOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907741;LACY BONILHA DE SOUZA PROFESSORA;1;5
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;917643;GERACINA DE MENEZES SANCHES PROFESSORA;2;7
BIRIGUI;BREJO ALEGRE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;30107;AGOSTINHO GRIGOLETO;2;5
BIRIGUI;LOURDES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;30193;PIO ANTUNES DE FIGUEIREDO DOUTOR;1;2
BOTUCATU;SAO MANUEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;39688;MARIA BENEDITA DE ALMEIDA BAIDA PROFA;1;6
BARRETOS;GUAIRA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;22238;ENOCH GARCIA LEAL;1;4
BAURU;AGUDOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25987;JOAO BATISTA DE AQUINO PE;3;12
BIRIGUI;COROADOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30260;JOSE MARIA DOS REIS DOUTOR;2;6
BIRIGUI;COROADOS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;30260;JOSE MARIA DOS REIS DOUTOR;1;1
BAURU;AGUDOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;7997;MANOEL GONCALVES PROF;1;3
BAURU;AGUDOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;7997;MANOEL GONCALVES PROF;7;37
ASSIS;ASSIS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;33261;CLYBAS PINTO FERRAZ DR;3;12
ASSIS;IEPE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;32529;ANTONIO DE ALMEIDA PRADO;4;14
BOTUCATU;SAO MANUEL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;49273;FRANCISCO DE OLIVEIRA FARACO PROF;5;26
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;925482;ZILTON BICUDO PROF;2;9
ASSIS;PARAGUACU PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;33327;DIVA FIGUEIREDO DA SILVEIRA;1;2
AVARE;ARANDU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14503;PEDRO BENTO ALVES;2;5
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25434;LUIZ BRAGA PROF;3;11
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25513;JOAQUIM DE MICHIELI PROF;3;16
CAIEIRAS;MAIRIPORA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5685;HERMELINA DE ALBUQUERQUE PASSARELLA PROFA;3;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18077;FIRMINO GONCALVES SILVEIRA CORONEL;3;6
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25288;SALVADOR FILARDI;4;15
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;25495;MERCEDES PAZ BUENO PROFA;4;16
BIRIGUI;GLICERIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30181;MARIA MATHILDE CASTEIN CASTILHO PROFESSORA;3;20
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14941;PEDRO TORRES PROF;5;17
BIRIGUI;BILAC;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30235;ENZO BRUNO CARRAMASCHI PROFESSOR;1;4
BIRIGUI;BIRIGUI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;30259;VICENTE FELICIO PRIMO;1;1
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18200;ANA RITA GODINHO POUSA PROFESSORA;2;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;18302;CARLOS GOMES;2;5
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;462724;HENRIQUE ROCHA DE ANDRADE PROFESSOR;2;13
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - ALTAS HABILIDADES/SUPERDOTAÇÃO – SALA DE RECURSO;45;919123;JOAO PEDRO FERNANDES;2;6
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;47077;ARACY BUENO CONTI PROFESSORA;1;1
CAIEIRAS;FRANCISCO MORATO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;41853;AFONSO MORENO;1;6
BIRIGUI;BIRIGUI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;30272;REGINA VALARINI VIEIRA PROFA;1;1
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;913856;ESMERALDA MILANO MARONI PROFESSORA;2;6
AVARE;AVARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14679;MATILDE VIEIRA;2;9
AVARE;AVARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;918489;CELSO FERREIRA DA SILVA PROFESSOR;2;8
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30119;STELIO MACHADO LOUREIRO PROFESSOR;2;5
BIRIGUI;BURITAMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30173;OSWALDO JANUZZI PROFESSOR;3;14
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;5769;IRACI SARTORI VIEIRA DA SILVA PROFA;4;14
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;18235;JOAO LOURENCO RODRIGUES PROFESSOR;3;8
BIRIGUI;LOURDES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30193;PIO ANTUNES DE FIGUEIREDO DOUTOR;2;3
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14795;LUCIO ANTUNES DE SOUZA DOM;2;10
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18454;FABIO FARIA DE SYLLOS PROFESSOR;3;11
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;18806;FELIPE CANTUSIO;1;1
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47077;ARACY BUENO CONTI PROFESSORA;3;12
CAIEIRAS;CAIEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901805;MARIO TOLEDO DE MORAES;2;10
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;18806;FELIPE CANTUSIO;2;2
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;18934;CONSUELO FREIRE BRANDAO PROFESSORA;1;4
BIRIGUI;BIRIGUI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924283;OLIVIA ANGELA FURLANI PROFESSORA;2;6
BIRIGUI;PIACATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;30508;CINELZIA LORENCI MARONI PROFESSORA;2;8
BRAGANCA PAULISTA;ATIBAIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;17887;MARIA DO CARMO BARBOSA PROFESSORA;2;6
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;17760;CASPER LIBERO;1;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18260;ADALBERTO PRADO E SILVA PROFESSOR;5;25
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;18302;CARLOS GOMES;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;35907;DANTE ALIGHIERI VITA PROFESSOR;1;3
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18855;JOSE CARLOS NOGUEIRA REVERENDO PROFESSOR;2;8
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;37148;CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR;2;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47193;ROQUE DE MAGALHAES BARROS PROFESSOR;1;5
BRAGANCA PAULISTA;ATIBAIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17917;GABRIEL DA SILVA PROFESSOR;4;16
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17784;JOSE MAURICIO DA ROCHA DOM;2;13
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;65785;MARIA DE LOURDES BORDINI PROFESSORA;3;18
CAMPINAS OESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;18508;LUIZ GONZAGA DA COSTA PROFESSOR;1;1
AVARE;TAQUARITUBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14540;JOSE PENNA;2;11
BARRETOS;OLIMPIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28061;MARIA UBALDINA DE BARROS FURQUIM PROFESSORA;3;21
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18348;ARTUR SEGURADO;6;21
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;912924;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;2;5
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;445897;JARDIM ROSSIN;2;4
CAMPINAS OESTE;VALINHOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;18168;CYRO DE BARROS REZENDE PROFESSOR;2;6
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;920502;LUIZ GONZAGA HORTA LISBOA PROFESSOR;3;20
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18478;MILTON DE TOLOSA PROFESSOR;2;4
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;5712;BENEDITO FAGUNDES MARQUES;2;9
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18120;LUIS GONZAGA DE MOURA MONSENHOR;3;13
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;18399;JOAQUIM FERREIRA LIMA PROFESSOR;2;5
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18557;ARY MONTEIRO GALVAO PROFESSOR;1;3
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18600;CELESTINO DE CAMPOS PROFESSOR;4;17
CAMPINAS OESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;430705;JARDIM ICARAI ;1;1
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;71161;SEBASTIANA VALDIRIA PEREIRA DA SILVA PROFA;2;2
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;917655;JOAO SIMOES NETTO PROF;2;4
BIRIGUI;BIRIGUI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;446981;TEREZINHA LOT ZIN TELECO PROFESSORA;1;6
BOTUCATU;BOTUCATU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;14850;JOAO QUEIROZ MARQUES PROF;3;16
CAPIVARI;CAPIVARI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;580120;WALDEMAR THOMAZINE;3;9
CAPIVARI;INDAIATUBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;446567;JARDIM MORADA DO SOL;3;8
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17760;CASPER LIBERO;3;13
CAIEIRAS;CAIEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921002;ALADINO POLON;4;14
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18582;JOSE PEDRO DE OLIVEIRA;4;8
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18818;CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA;6;35
BRAGANCA PAULISTA;BRAGANCA PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;17760;CASPER LIBERO;2;8
BRAGANCA PAULISTA;NAZARE PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;17848;FRANCISCO DEROSA;1;3
CAMPINAS LESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;40861;LEONOR ZUHLKE FALSON PROFESSORA;1;2
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18612;CARLOS CRISTOVAM ZINK PROFESSOR;1;1
CAIEIRAS;FRANCISCO MORATO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;288408;CHACARA CAMPONESA JARDIM VASSOURAS;5;26
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;921038;LUIZ ALEXANDRE DOS SANTOS;2;11
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18065;CASTORINA CAVALHEIRO DONA;2;13
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;563146;ADRIANA CARDOSO PROFESSORA ;2;13
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;903875;MOACYR SANTOS DE CAMPOS PROFESSOR;1;1
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18824;MANOEL ALEXANDRE MARCONDES MACHADO DOUTOR;2;5
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;436012;CLAUDIA FRANCISCO DA SILVA;3;10
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;907397;PAUL EUGENE CHARBONNEAU PROF DOUTOR;1;5
BAURU;AREALVA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25252;SEBASTIAO INOC ASSUMPCAO PROF;3;10
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25161;FRAGA MAJOR;3;16
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45706;JOAO FIORELLO REGINATO PROFESSOR;2;10
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;432842;ANTONIO CARLOS LEHMAN;3;18
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;907397;PAUL EUGENE CHARBONNEAU PROF DOUTOR;3;11
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;924568;IDALINA CALDEIRA DE SOUZA PEREIRA PROFESSORA;3;11
BAURU;BAURU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;25495;MERCEDES PAZ BUENO PROFA;1;1
BAURU;BAURU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;919019;ADA CARIANI AVALONE PROFA;4;18
CAIEIRAS;FRANCO DA ROCHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;902676;PAULO DUARTE;6;30
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18302;CARLOS GOMES;4;21
CAMPINAS OESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;905461;THEREZINA DA FONSECA PARES PROFESSORA;6;32
CAMPINAS OESTE;CAMPINAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;905461;THEREZINA DA FONSECA PARES PROFESSORA;1;1
CAPIVARI;INDAIATUBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18624;JOAQUIM PEDROSO DE ALVARENGA;3;12
CARAGUATATUBA;ILHABELA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;11228;GABRIEL RIBEIRO DOS SANTOS DOUTOR;1;8
CAPIVARI;INDAIATUBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;18673;JOSE DE CAMARGO BARROS DOM;3;11
CAPIVARI;INDAIATUBA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;18673;JOSE DE CAMARGO BARROS DOM;3;7
CAMPINAS LESTE;CAMPINAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;903875;MOACYR SANTOS DE CAMPOS PROFESSOR;3;19
